img cs-avg cs-std h-avg h-std l-avg l-std shsl-avg shsl-std shsv-avg shsv-std v-avg v-std
nirp_poussin_gla_hag_43780 81.867568 41.689851 19.545267 15.156099 73.077401 57.981345 196.547922 75.405721 207.121052 72.786107 113.919159 59.031679
nirp_poussin_gla_hag_50994 88.285395 57.498783 28.230610 38.373598 84.492197 46.654804 178.554358 94.361687 183.977561 85.507656 128.526228 58.448469
nirp_poussin_l_f9_1943_4_0 36.776716 34.074238 53.937204 55.023130 53.307656 60.933869 155.628571 74.493205 169.435008 70.216739 71.665731 71.252976
nirp_poussin_som_hm_a1 51.818992 37.556799 21.744010 15.576914 57.462511 46.710899 161.901566 75.775124 181.772558 60.315381 83.333606 62.411278
nirp_poussin_som_hm_a219 80.993805 52.871075 30.120352 61.818694 80.664945 43.941711 155.514847 72.897869 174.763952 59.216615 121.132155 63.970209
nirp_poussin_som_hm_a270 78.919668 37.214617 21.445911 14.139250 88.598884 45.483355 142.105539 59.325795 164.317289 47.207462 128.051230 60.470905
nirp_poussin_stopm_kx_19 88.943269 51.879337 22.463448 8.423506 71.173728 57.381017 222.158998 43.658162 218.993790 41.886213 115.538835 80.819146
nirp_poussin_twcms_g1183 80.886516 54.779423 24.638010 17.121255 62.899514 44.794762 200.682190 69.911485 210.022125 59.503473 103.245376 66.332443
nirp_poussin_va_pc_2006aw0805 98.241329 62.138026 30.152841 27.775543 69.611146 36.177775 184.029091 62.648515 203.168731 53.842399 118.689494 62.851542
nirp_poussin_va_pc_2007bp0874 132.676123 74.377909 22.108681 10.441473 73.944081 44.834410 247.134054 26.205040 245.357501 23.913606 140.077502 80.992262
nirp_raphael_03_1096 135.116562 69.499711 20.804402 15.286792 81.911691 48.194091 242.193149 34.494643 236.171328 39.441841 149.289521 77.568483
nirp_raphael_03_1099 77.714018 51.366197 31.834595 47.510306 92.020726 58.283076 156.166573 74.182525 161.849674 65.226581 130.855914 74.891753
nirp_raphael_03_1100 66.650538 41.477095 40.415194 41.330437 83.504836 54.562248 141.404609 69.421369 156.488108 61.378376 116.822249 67.607332
nirp_raphael_03_1101 65.937771 47.815676 38.120055 47.249372 98.337597 68.469279 153.311415 79.736144 147.881381 73.379265 131.273962 80.507362
nirp_raphael_03_1102 58.006309 34.080427 58.794020 76.103519 88.162638 57.106740 126.599849 61.755474 142.056407 52.156912 117.167835 68.880642
nirp_raphael_03_1183 78.211065 48.263721 31.210191 29.875271 95.338315 67.712940 177.312224 69.600084 170.638866 69.967024 134.402541 80.844947
nirp_raphael_03_1184 85.373249 62.414554 28.064718 21.479655 83.921963 57.791717 175.385333 75.183550 179.387229 59.287679 126.546188 82.828055
nirp_raphael_03_1221 55.947505 46.105677 80.110771 52.483033 100.318447 61.361166 113.723724 78.133963 122.448307 76.729082 128.292261 68.143837
nirp_raphael_03_1229 40.582492 26.405879 99.118357 52.675021 105.084175 69.300888 103.020504 71.742662 105.839790 69.465023 125.380795 73.303705
nirp_raphael_03_1302 87.453037 65.909014 27.343530 41.156573 105.471146 63.979425 176.699762 91.537252 163.659123 87.722523 149.109128 77.775871
nirp_raphael_03_1326 40.060833 28.519805 66.176243 65.988438 118.703914 57.579128 81.769750 69.290629 84.003498 61.185352 138.754797 62.605443
nirp_raphael_03_1327 58.805204 32.653366 40.309222 61.633469 111.966734 63.731835 128.919370 75.008883 130.256774 72.760376 141.366000 66.727619
nirp_raphael_03_1328 27.742858 23.344707 71.806668 79.455516 96.076218 62.745044 74.544627 70.095830 87.772938 70.272002 109.960940 64.243271
nirp_raphael_03_1619 67.633694 33.347265 24.778917 47.202862 99.623377 61.844598 149.461607 72.549656 153.633124 69.052603 133.418474 68.012884
nirp_raphael_03_1620 65.170572 31.181234 26.395877 48.639820 98.189035 60.864199 144.545199 71.719851 151.411998 67.140339 130.760636 68.858712
nirp_raphael_03_1621 69.711670 30.935049 23.811109 38.080415 114.705117 57.981046 132.938925 66.330552 137.674058 62.906251 149.564133 63.433523
nirp_raphael_03_189 124.301826 50.227206 17.859855 11.714697 89.657673 53.593989 235.232195 33.843373 224.634171 42.345204 151.660156 73.660358
nirp_raphael_03_3602 135.605092 65.091614 24.715478 19.405073 107.976331 53.390484 215.511116 59.947574 203.751583 68.948106 175.677108 66.416779
nirp_raphael_03_3842 32.418427 29.839339 125.255598 84.776629 74.596115 61.083592 102.789052 81.096230 120.506715 77.096692 90.790710 67.594621
nirp_raphael_03_450 54.964188 35.559303 35.478789 68.411898 90.946424 63.803548 138.350659 72.072150 147.982099 67.994297 118.423865 74.878324
nirp_raphael_03_570 92.212761 49.897753 25.326893 35.560513 92.333360 62.182616 196.177306 56.511072 192.680079 55.309790 138.394007 81.199695
nirp_raphael_03_5751 79.862903 59.265843 28.716470 38.254005 86.445852 60.400939 165.726810 73.340361 168.662066 57.385427 126.347796 82.375495
nirp_raphael_03_678 96.432843 38.069671 17.044714 25.127305 104.268168 53.142290 176.445832 66.585817 177.599236 63.878326 152.445351 59.445916
nirp_raphael_03_714 105.380042 81.541078 46.805965 47.640376 136.049597 52.952870 156.832578 95.888627 142.899234 91.958623 188.708678 62.011877
nirp_raphael_03_806 57.256856 47.326105 57.738776 69.868267 108.982607 67.567574 131.804731 90.925972 125.120834 85.987507 137.594390 74.823012
nirp_raphael_03_815 90.465322 29.547884 17.696415 18.240902 99.773770 59.228690 185.981710 57.348301 182.242385 60.800305 144.967039 64.127945
nirp_raphael_03_902 66.735170 55.558881 27.521149 53.644149 62.781899 64.702302 212.493961 46.293381 212.220379 51.428045 96.067933 87.605807
nirp_raphael_03_903 48.240310 40.641199 92.492234 98.506576 84.225831 69.163509 122.273307 76.884481 132.139634 71.467877 108.346870 80.223342
nirp_raphael_04_2052 108.560739 67.157689 30.038564 40.637886 103.124411 46.473957 154.184903 78.538126 161.207686 61.851692 157.374907 75.713025
nirp_raphael_1910-62 59.471666 32.017471 33.318583 30.985839 98.716840 58.571999 126.654815 71.332685 134.210148 63.647638 128.462920 65.495719
nirp_raphael_1978_228 43.451174 37.043578 54.748877 86.628433 86.117148 73.670541 137.424064 76.754073 142.659681 78.329970 107.832293 82.409661
nirp_raphael_a1_6 17.413875 22.070501 51.645611 71.072833 52.745080 69.793342 76.067875 87.671781 80.258860 87.407800 61.433420 76.399216
nirp_raphael_a356 34.365740 35.803326 75.551477 55.323453 77.667962 65.911686 102.562871 79.007826 110.380264 69.547968 94.852614 75.950938
nirp_raphael_batvg_p_1945_25 22.551229 26.973207 24.030253 40.877280 29.964002 38.902599 124.826067 70.571497 151.491896 59.734282 41.228868 50.835893
nirp_raphael_b-m-800 39.097133 26.385383 64.220672 41.789863 70.276068 61.031528 128.887572 79.139413 143.789193 73.626226 89.808517 67.139362
nirp_raphael_b-m-820 31.844036 30.459817 59.092237 56.656813 68.331946 64.877907 94.527186 78.970844 108.108525 80.016707 84.266364 71.642248
nirp_raphael_b-m-839 55.600528 45.881967 67.265649 71.029258 87.431739 59.200923 124.002097 80.245544 133.676801 72.525745 115.220808 70.303714
nirp_raphael_b-m-939 78.024396 49.888485 24.500894 19.863754 85.420995 64.232737 171.324418 65.337694 169.546189 51.250204 124.408937 85.288821
nirp_raphael_cancm_4034 19.894813 16.972317 69.268142 60.139197 70.394995 61.601122 68.978257 64.586402 87.208203 63.542130 80.343697 64.632239
nirp_raphael_deavm_17 35.276355 38.568036 83.584840 73.456817 72.568414 60.192730 83.297071 77.208819 92.594828 59.807949 90.201226 78.015207
nirp_raphael_eu_714 32.311951 31.570819 43.644824 58.660638 60.114987 57.112909 100.360397 66.465093 120.645752 61.430376 76.276101 68.367235
nirp_raphael_fa000196 69.773274 59.157235 60.857747 61.088224 80.864998 63.279531 146.212089 89.415411 148.119236 78.799016 115.714154 86.664444
nirp_raphael_gla_hag_43782 78.084851 51.034308 20.136918 12.052258 72.740707 61.365476 213.612359 62.251739 208.168898 61.899947 111.660333 79.072346
nirp_raphael_ncm_1910_59 72.193683 47.857316 29.661847 29.204408 88.160860 54.820409 138.140100 74.368637 148.111993 60.776182 124.240560 76.072261
nirp_raphael_po_168 103.828227 62.683701 27.446691 9.891792 87.208592 53.836171 200.175722 65.371599 201.173178 51.913863 139.023759 79.304378
nirp_raphael_som_hm_a288 57.438735 54.943716 70.588305 90.678907 86.970196 50.479101 102.815982 79.684704 116.181918 62.503842 115.669077 72.767033
nirp_raphael_som_hm_a94 32.981551 28.495182 139.377522 63.757751 74.609083 71.080378 124.195642 76.506602 136.976053 78.817602 91.084563 75.891307
nirp_raphael_truri_1915_9_5 61.133403 74.251356 63.935606 36.370277 49.743549 45.068567 150.950010 80.574361 172.452063 64.893461 80.272564 80.975827
nirp_raphael_twcms_g4161 34.751605 39.703581 81.453855 83.291644 65.747468 58.654184 88.645065 70.309269 106.403238 68.497360 83.130271 71.957363
nirp_raphael_va_pc_2006an6767 42.742039 37.057704 61.880568 53.811216 61.535925 55.216155 124.072365 69.930031 142.545508 68.048138 82.903205 64.395971
nirp_raphael_va_pc_2006be8817 30.788876 27.267346 58.329804 58.325543 100.506832 59.305630 74.148780 71.755612 84.377227 68.870268 115.909274 62.386421
nirp_raphael_va_pc_2007bp0877 52.561316 37.828911 61.115989 48.710480 96.336578 76.738696 144.733600 74.291359 139.294186 74.938882 122.608046 84.354841
nirp_rebecca_81030139 41.759923 37.666122 44.766825 39.826392 72.727259 56.872477 97.230725 69.106382 112.218528 60.623699 93.614070 71.400112
nirp_rebecca_81030140 41.072402 49.632306 105.401309 96.164229 76.305737 75.397470 123.992866 73.015111 128.124577 65.781589 96.811410 91.033762
nirp_rebecca_81030142 65.486740 39.254782 24.689821 14.504429 96.287592 73.992107 187.971319 79.269663 174.549893 90.236289 128.943055 75.514432
nirp_rebecca_81030143 59.978238 44.954742 31.252565 17.094464 107.925738 84.831932 187.536688 70.259810 161.613092 93.779365 137.846770 87.700028
nirp_rebecca_81030144 70.553297 37.134786 26.757939 10.869019 117.246572 76.638366 179.444782 74.062633 153.026378 89.192684 152.462391 74.734104
nirp_rebecca_81030145 63.726663 38.171322 29.399241 20.140203 99.225286 67.850297 156.932897 80.840048 158.663841 86.744115 131.054583 68.882209
nirp_rebecca_81030146 40.272374 33.084503 38.416663 35.829170 83.114177 80.679944 175.986146 86.247599 168.366884 94.075350 103.170395 84.733251
nirp_rebecca_81030147 44.950542 37.058227 33.892975 19.621715 87.723720 84.075440 187.869810 79.109612 171.808887 92.797535 110.098352 90.827320
nirp_rebecca_81030148 58.749327 43.956668 17.858894 14.752382 48.290656 58.276145 230.738958 62.817264 232.770468 63.888690 77.478596 64.061843
nirp_rebecca_hhtf_1997_280a 18.771764 15.657828 103.777056 110.235877 92.724866 90.655565 84.606301 78.456879 102.223765 81.426727 102.114480 87.422626
nirp_rebecca_hhtf_1997_280b 22.424659 21.488461 84.373338 99.257744 97.747974 90.830580 89.975849 79.191194 106.474837 82.798568 108.972300 88.410401
nirp_rebecca_hhtf_1997_280c 21.877667 21.102742 65.170945 94.060891 109.988164 87.304435 72.071564 74.362554 85.056766 77.221995 120.932662 84.389853
nirp_rebecca_hhtf_1997_280d 21.677668 21.914878 106.531649 106.698932 123.687460 81.636136 60.283666 70.333879 70.969421 73.014103 134.539141 78.283434
nirp_rebecca_hhtp_2001_1_138 57.631435 38.855334 35.987997 31.723880 131.772898 71.015853 137.109890 86.481850 120.552428 93.248542 160.567921 59.637712
nirp_rembrandt_03_716 21.986121 44.274333 25.930564 58.400341 28.196662 32.262468 80.278947 91.091950 93.411594 95.565311 39.182593 53.502436
nirp_rembrandt_03_921 30.739474 37.475118 157.257030 82.978220 55.578094 38.929865 81.853511 63.163932 108.609148 56.165837 70.945811 54.139817
nirp_rembrandt_44749i 34.837322 38.444113 46.752148 43.482501 88.537080 53.245945 77.177459 74.965169 92.425288 70.444718 105.942434 62.328523
nirp_rembrandt_44832i 56.871496 41.156785 22.234254 30.945895 67.820078 58.722805 157.358306 65.982365 171.319755 58.706340 96.245556 74.816943
nirp_rembrandt_44 27.654361 27.660793 107.658165 71.500637 76.677862 62.750640 109.070130 87.240097 124.750929 86.179459 90.506213 68.940102
nirp_rembrandt_600 61.088988 52.967095 35.482759 17.100860 37.817711 41.894277 239.020018 41.726308 239.588392 39.186611 68.175553 67.315093
nirp_rembrandt_601 43.264891 41.038268 74.536861 72.058277 60.551018 40.668713 92.681860 60.440349 122.483371 58.870717 82.194745 58.403705
nirp_rembrandt_90006922 35.125393 23.938312 19.473804 22.810767 41.305948 48.289450 173.226966 75.494445 186.979919 68.584117 58.829762 54.379579
nirp_rembrandt_90006943 40.066552 40.137102 74.833958 75.573471 55.217890 43.013585 117.264415 80.124860 140.331753 72.390780 75.244265 57.325629
nirp_rembrandt_art01984 45.236887 34.549654 23.769356 11.158553 38.586589 37.384726 180.662541 61.053674 200.189040 50.312796 61.154742 52.567243
nirp_rembrandt_batvg_p_1939_4 41.265386 39.433264 22.961894 25.210643 47.623318 52.762495 160.737187 69.381189 179.791083 57.641462 68.224445 70.014688
nirp_rembrandt_b-m-169 74.008065 41.037354 19.373819 11.318238 62.166699 57.912161 223.200058 53.037313 217.689098 58.409723 99.040848 72.463844
nirp_rembrandt_b-m-629 23.717859 26.952693 65.755679 52.374303 48.030319 51.203044 97.868403 76.301302 118.921832 75.108649 59.875751 58.229838
nirp_rembrandt_b-m-663 126.206889 36.745498 10.342552 16.261256 75.467725 35.154118 238.746559 28.334440 239.341214 35.181229 138.444040 45.593843
nirp_rembrandt_b-m-983 21.402304 30.769202 82.648413 45.754319 29.274155 30.875900 112.034486 76.719216 138.575859 68.335358 40.057107 44.272090
nirp_rembrandt_brm_bifa_41_7 53.990176 40.169056 38.652013 72.814969 70.715578 47.176788 115.748246 59.852774 142.645503 49.348476 97.720392 64.044494
nirp_rembrandt_eu_464 14.478275 21.641520 127.409108 93.929578 47.917214 62.932212 73.322169 64.586488 90.518994 59.713664 55.167909 69.701243
nirp_rembrandt_eu_723 88.791085 55.754358 27.159653 8.891914 48.134683 33.785825 247.509668 25.701433 248.585026 23.473012 92.323887 60.539965
nirp_rembrandt_eu_737 32.732381 30.436849 62.805659 79.866427 86.968862 71.285703 107.148041 85.084077 120.423890 88.985300 103.337471 70.801085
nirp_rembrandt_fa000014 12.944628 16.660447 97.433669 68.696669 33.809930 37.859300 71.789680 70.731939 94.715225 71.253185 40.267711 42.585816
nirp_rembrandt_gla_hag_43779 138.013411 44.773935 15.369533 7.867966 104.319686 49.799283 224.776786 36.710798 214.681435 39.617325 173.234146 67.099233
nirp_rembrandt_gla_hag_43785 38.805219 34.510998 23.570782 44.205246 43.130183 47.530808 154.581547 58.307615 180.003092 47.358964 62.524871 62.559907
nirp_rembrandt_gla_hag_43786 54.465660 36.620299 17.392077 6.426059 57.088268 51.619949 179.969612 68.432936 193.134736 53.630873 84.263278 67.960537
nirp_rembrandt_op475 70.188291 58.583055 19.138073 6.690009 62.100339 38.891463 155.472200 69.035117 179.804707 52.536234 97.161157 65.053338
nirp_rembrandt_redmg_1944_67_1 30.061449 30.390734 33.691724 69.316463 29.145855 42.253368 195.173299 62.209650 209.170141 50.716502 44.113036 54.786167
nirp_rembrandt_skipm_2006_1_7 57.212355 35.345937 40.001078 60.825861 62.042308 49.368055 165.318270 79.167391 177.561240 68.293416 90.587616 62.284135
nirp_rembrandt_som_hm_a35 49.820245 40.697910 24.286675 25.232923 52.639845 44.754921 150.276140 69.281759 173.321184 63.199204 77.547418 60.636189
nirp_rembrandt_twcms_b8401 38.243592 27.954373 19.921634 6.977177 31.159118 29.055659 192.084321 68.778754 208.808668 53.451944 50.198294 41.520027
nirp_rembrandt_twcms_g1995 35.482933 36.133721 19.397930 14.869188 40.603172 43.749380 140.136101 62.631343 167.086869 50.367403 58.364777 60.243330
nirp_rembrandt_va_pc_2007bn5350 45.664079 44.745279 24.618359 9.129886 42.381751 55.056312 211.690845 55.747841 216.882537 49.890373 65.099482 74.017173
nirp_ribera_1075 45.573557 34.093020 36.995128 12.560323 41.675543 39.489689 168.406006 56.525321 191.662375 49.595971 64.457920 53.012638
nirp_ribera_1_194 26.312802 39.815331 37.684794 26.850082 32.532669 51.713033 136.958370 65.851921 158.720157 51.041233 45.616602 70.653017
nirp_ribera_1941_18_81 86.054906 53.470565 15.768164 15.847612 50.656008 33.783448 223.076111 60.855475 231.299785 51.480061 93.532949 54.504534
nirp_ribera_1974_695 25.814149 27.388042 59.527148 37.687774 62.157692 54.147106 79.988209 65.970888 102.179011 66.190598 75.072472 60.398522
nirp_ribera_1974_696 84.246645 86.952507 41.480676 34.185552 51.188278 45.869510 197.313331 77.180086 209.644932 64.326177 93.210673 88.505778
nirp_ribera_2293 55.131074 54.383280 25.491597 15.998741 60.346318 68.012405 183.537577 67.850861 184.318266 58.452818 87.839498 92.429182
nirp_ribera_291 22.464592 47.210375 63.315220 78.901181 28.437743 49.110734 83.866435 88.796015 93.566268 86.992059 39.595226 71.535642
nirp_ribera_44807i 72.174391 56.118356 33.629570 37.072995 63.972133 53.217299 176.956044 68.488917 189.191102 60.077444 100.025021 75.795151
nirp_ribera_45059i 63.986437 73.622282 27.519197 36.051935 54.846240 39.405361 132.578242 95.920659 149.740988 92.885496 86.804134 72.390546
nirp_ribera_45_1912 29.695348 13.396626 186.095695 49.798277 48.747065 48.092757 123.680338 53.747864 154.459146 53.601831 63.601895 49.963965
nirp_ribera_540 23.834198 31.871467 107.760557 54.124931 24.147254 40.077661 190.157135 77.504098 202.851979 66.816612 35.949717 52.223597
nirp_ribera_ag003931 44.785421 35.052358 19.586083 9.175440 42.611099 54.219170 212.778491 52.645637 216.117475 51.078300 64.925786 68.847662
nirp_ribera_blkmg_p613 28.283327 20.326140 45.456847 36.288022 60.594474 72.274770 146.408573 78.375293 153.020428 80.016012 74.714681 77.258126
nirp_ribera_b-m-21 20.571575 20.758847 93.873449 69.770185 163.240353 83.765682 99.291687 87.839641 70.006893 92.205066 173.547812 81.779476
nirp_ribera_b-m-38 59.114292 58.561853 30.283846 31.023927 53.258340 53.437100 187.376424 73.655563 198.903677 65.898908 82.745863 76.430305
nirp_ribera_b-m-41 35.421838 39.772197 81.751843 76.122812 69.538427 55.871019 86.341626 69.233685 104.917999 68.326956 87.263904 66.586737
nirp_ribera_b-m-68 61.736514 49.243707 79.137728 97.195861 69.370243 55.216827 149.576443 74.129291 169.508014 73.698590 100.239093 68.387270
nirp_ribera_cp_tr_196 25.929500 19.815304 167.041935 66.548326 51.562400 41.007687 78.881351 57.392629 107.416893 50.428734 64.489640 49.417246
nirp_ribera_f6125 50.277387 41.300360 125.302459 21.587630 50.582295 40.227538 147.078640 57.700925 176.263916 47.091218 75.715886 57.740349
nirp_ribera_gla_hag_43794 94.548792 64.592847 14.250537 9.220818 78.886938 47.935210 182.092626 72.399138 191.919395 52.941844 126.083498 76.491654
nirp_ribera_hhtp_2001_1_22 65.801356 38.850676 13.693567 30.838763 59.647714 59.783969 223.962313 54.395684 217.428585 58.459138 92.400237 72.605409
nirp_ribera_hhtp_2001_1_7 97.612932 55.586363 18.369978 33.229698 75.831543 53.139628 222.586651 66.180532 218.090352 67.429568 124.463821 67.525338
nirp_ribera_pc_141 48.809504 38.634267 62.818852 72.273837 49.916051 48.470579 158.219625 61.921771 183.492043 58.545222 74.321028 60.841013
nirp_ribera_som_hm_a42 25.646033 18.173378 130.868991 87.016619 71.526336 54.468998 71.273545 55.679523 90.415040 45.952079 84.373709 61.110913
nirp_ribera_twcms_c191 88.062607 68.622161 23.700163 6.414372 59.133249 44.330990 203.768457 61.578155 215.767241 48.172445 103.095358 76.547823
nirp_ribera_wm_1580_1948 29.053769 22.995087 37.849793 63.133688 53.550381 54.273573 109.621134 69.048354 130.524139 61.869862 68.089637 62.969061
nirp_ribera_wm_1619_1948 47.676959 49.294010 132.547424 88.285922 61.681400 56.552034 129.294206 68.332509 149.559291 53.962952 85.514318 78.528162
nirp_ribera_wm_1627_1948 61.512380 41.416759 43.400195 68.924068 102.367929 74.199788 153.306969 66.890659 143.019435 73.101308 133.133378 80.900702
nirp_ricci_03_187 50.972887 23.180704 72.579950 102.335819 84.925066 57.453108 126.081669 64.226225 145.853350 61.392008 110.407438 63.180686
nirp_ricci_03_188 48.777334 28.201736 76.284843 104.356465 114.608741 60.384460 107.372618 74.916415 114.303230 74.660416 139.008011 61.864005
nirp_ricci_03_201 67.521762 25.933030 29.897761 13.265190 115.465144 58.413838 130.286673 64.998791 133.231634 62.733129 149.235206 62.672288
nirp_ricci_03-214 62.334584 35.634863 29.050881 53.180034 94.832990 67.076745 156.088523 75.455051 159.013709 80.273028 125.978713 69.620812
nirp_ricci_1956_94 85.270905 62.102960 36.085861 52.795184 71.979826 50.202245 186.747740 81.703410 195.215638 75.669585 114.535176 69.951317
nirp_ricci_2000_149_2 29.011454 15.303694 64.734383 48.987809 93.437522 76.530067 121.474863 87.730710 125.345829 89.364384 107.921898 78.816383
nirp_ricci_2232 58.456915 48.146136 47.365962 40.667106 85.254657 65.807523 139.155859 73.274866 149.205759 70.190676 114.471154 79.806810
nirp_ricci_88003009b 70.692450 46.648033 38.228646 70.928823 88.589335 61.059583 173.398412 85.405474 175.010434 80.896149 123.871174 70.426956
nirp_ricci_88003010 77.463509 34.419845 37.284237 69.218856 86.298876 55.156817 164.680799 54.861042 176.769348 47.396778 125.015766 67.714678
nirp_ricci_88003020 108.730761 51.466673 24.520915 48.141998 89.282041 56.496954 215.407876 47.517210 209.614434 48.208204 143.563361 76.269868
nirp_ricci_a1_373 32.867178 31.793219 78.197292 53.360296 93.023346 76.407854 75.415965 65.062534 76.553664 60.507960 109.469823 87.660777
nirp_ricci_b-m-58 48.333896 34.431141 27.706088 59.797868 72.478905 69.934479 173.153520 78.666783 175.118793 80.192371 96.601296 76.830098
nirp_ricci_brm_bifa_58_4 55.046943 33.000137 42.395820 33.386879 100.718086 69.331299 139.535247 72.425171 139.508540 72.914596 128.241126 75.674143
nirp_ricci_fa000076 42.193896 32.431917 79.694602 72.751591 110.334151 66.727967 103.222172 78.774749 105.983511 76.668574 131.441820 70.731811
nirp_ricci_hhtp_2001_1_24 76.848464 54.191071 73.762609 93.145324 131.099636 58.490372 140.604120 85.152175 126.679047 83.967083 169.512241 57.457608
nirp_ricci_hhtp_2001_1_27 74.837189 38.331121 68.157389 86.066507 109.934677 57.746904 148.763463 82.352139 148.110673 78.128934 147.320076 59.101115
nirp_ricci_p643 58.895244 36.488229 28.172457 18.543151 93.579248 75.476462 154.708895 65.409281 155.766195 77.294951 123.041889 80.336056
nirp_ricci_p645 85.946471 38.246847 25.264369 12.362342 86.056119 51.157614 179.252136 71.224363 191.526062 60.474132 128.959052 63.197948
nirp_ricci_scag_12_1967 41.702716 32.791214 79.542695 50.319419 90.378093 55.777272 82.217629 62.594079 99.720704 45.423591 111.237543 70.210135
nirp_ricci_truri_1923_100 63.478512 49.427161 35.142392 18.105562 63.729858 53.202308 165.205458 70.246592 180.132628 59.017989 95.441390 74.313407
nirp_ricci_twcms_c153 83.233757 38.145461 23.018455 7.968262 90.185616 65.873491 202.662842 59.540784 191.802456 63.466618 131.727954 78.885900
nirp_ricci_twcms_c163 51.558620 35.492390 27.432602 15.022152 62.289129 57.226738 178.440628 78.828816 186.986915 75.686880 88.024132 66.454422
nirp_ricci_va_pc_2007bn4485 54.490662 28.694633 26.412325 9.999665 81.411256 63.996071 162.187051 80.053521 168.815207 81.521861 108.616025 66.192574
nirp_ricci_va_pc_2007bn5748 59.632231 35.065329 37.547951 24.493799 94.401580 67.748426 158.170591 78.136375 154.998860 77.718252 124.210104 74.000600
nirp_ricci_va_pc_2007bp3937 48.024960 26.291746 25.695009 10.552874 96.908490 78.003345 164.792918 82.202820 153.893669 89.541904 120.869768 80.177123
nirp_rosa_1367 24.258669 16.199561 121.228505 97.735171 108.819057 81.856313 86.187671 66.379983 86.011670 67.064226 120.982859 83.672751
nirp_rosa_1956_92 133.068517 63.461242 12.029155 30.518756 94.632803 57.745282 243.344676 23.327394 225.341762 33.839384 161.001752 87.064431
nirp_rosa_1956_93 134.309518 46.797576 12.151528 12.973692 107.140927 58.177049 240.694867 25.699241 213.280046 44.047851 174.145655 76.944494
nirp_rosa_1992_261 58.371135 30.647841 30.221495 11.724846 76.680019 55.698027 165.084877 83.812187 175.433800 71.315982 105.790233 65.821394
nirp_rosa_1999q18 26.217322 27.376144 18.999669 11.739048 30.505739 42.642261 154.270118 64.109535 178.513559 52.125893 43.607015 54.406879
nirp_rosa_2241 44.370015 35.642686 46.647652 38.754861 73.203383 62.418396 115.732613 65.080235 132.657782 61.586311 95.390758 74.523864
nirp_rosa_2969 36.098128 29.185872 56.646574 33.525873 95.602008 48.871849 66.877743 56.682223 85.343913 49.220804 113.651796 57.844589
nirp_rosa_2987 48.147665 31.448387 42.081605 9.607513 67.218140 47.950175 120.655646 59.631692 147.367605 51.548880 91.298282 60.746225
nirp_rosa_batvg_p_1923_15 32.624502 23.963692 64.593872 45.161285 93.505235 67.164069 82.667912 57.629268 91.841979 53.016230 109.818654 73.486974
nirp_rosa_batvg_p_1939_76 38.392355 25.878609 40.602248 30.521272 68.572112 56.290812 124.011959 74.415774 144.727285 68.408414 87.766842 64.911546
nirp_rosa_b-m-111 66.300423 33.345556 41.977798 17.423197 102.353986 66.348935 156.737636 74.801710 151.750504 74.112577 135.486818 74.242666
nirp_rosa_b-m-150 27.603503 21.148752 50.457760 36.290088 80.275572 74.051814 102.165550 75.372652 112.725589 78.755401 94.093607 76.876060
nirp_rosa_b-m-745 39.706500 27.054732 49.494420 37.615839 91.828875 81.430780 151.410648 85.467071 138.215572 88.608495 111.642158 85.525736
nirp_rosa_eu_712 62.224576 45.624984 26.044064 39.684100 68.650898 55.924443 163.877779 68.164712 177.794613 60.471908 99.736112 72.003047
nirp_rosa_eu_732 22.500715 22.710357 54.863020 59.918354 80.766752 80.217431 87.633512 65.504120 96.310748 67.798371 92.020468 85.744065
nirp_rosa_fa000895 69.592122 41.174008 36.213991 37.776566 70.134803 53.380149 175.581489 66.973343 189.634097 56.983293 104.884134 69.575176
nirp_rosa_gla_hag_44383 72.726501 54.027500 27.184226 39.540134 59.099795 48.354545 189.371367 63.805109 202.302536 53.731181 95.416880 71.673224
nirp_rosa_l_f18_1935_0_0 45.206275 35.947686 21.750250 8.446692 53.386249 57.524726 178.040485 72.762687 186.276561 60.724544 75.923817 73.639658
nirp_rosa_mnemg_00_1865_96 11.572601 9.810077 119.622798 39.281487 36.671369 52.945561 97.679341 70.107421 123.461774 69.526671 42.451989 54.501155
nirp_rosa_mnemg_bentlif_45_1897_57 60.647847 26.734947 25.657144 12.839430 70.379725 61.886758 195.529656 69.329799 196.754584 64.611435 100.607614 73.137310
nirp_rosa_op_0050 33.996414 19.543331 46.588416 31.491320 80.828360 61.419273 109.411950 80.878942 125.856165 80.291753 97.811692 62.536470
nirp_rosa_som_hm_a149 39.045577 20.407814 155.348670 50.259003 88.263747 43.355489 89.699423 73.251939 111.962323 74.842068 107.790493 38.623518
nirp_rosa_som_hm_a286 64.311205 51.704574 17.594503 16.751304 60.238005 44.007200 159.448146 67.608159 180.423493 50.328062 92.300680 67.965567
nirp_rosa_souag_b62 59.186253 38.746601 26.704738 6.834803 61.429351 53.040988 183.646578 73.791383 190.817684 62.390008 90.952013 68.736756
nirp_rosa_stopm_kx_17 69.423187 56.171881 18.699180 9.090775 52.223877 41.805768 195.578101 63.933404 209.496159 46.643313 86.853797 68.270625
nirp_rosa_stopm_kx_8 96.202362 60.599916 15.789265 7.641581 62.257397 41.827305 219.181898 49.064668 228.057821 35.124908 110.234188 70.535625
nirp_rosa_twcms_b9997 37.700519 25.431167 27.519199 19.172717 47.211769 45.130960 153.257329 74.538438 174.232057 69.530809 66.060021 52.031541
