img nofilter-cs60 nofilter-cs40 nofilter-cs20 nofilter-h60 nofilter-h40 nofilter-h20 nofilter-l60 nofilter-l40 nofilter-l20 nofilter-shsv60 nofilter-shsv40 nofilter-shsv20 nofilter-shsl60 nofilter-shsl40 nofilter-shsl20 nofilter-v60 nofilter-v40 nofilter-v20 sobel-cs60 sobel-cs40 sobel-cs20 sobel-h60 sobel-h40 sobel-h20 sobel-l60 sobel-l40 sobel-l20 sobel-shsv60 sobel-shsv40 sobel-shsv20 sobel-shsl60 sobel-shsl40 sobel-shsl20 sobel-v60 sobel-v40 sobel-v20 canny-cs60 canny-cs40 canny-cs20 canny-h60 canny-h40 canny-h20 canny-l60 canny-l40 canny-l20 canny-shsv60 canny-shsv40 canny-shsv20 canny-shsl60 canny-shsl40 canny-shsl20 canny-v60 canny-v40 canny-v20
nirp_berchem_plymm_061 13.994 19.048 31.498 17.789 26.066 47.981 13.208 18.060 30.489 5.886 7.645 11.991 7.693 10.126 16.216 11.347 15.104 24.560 11.767 16.497 30.149 18.509 27.376 50.580 11.903 16.836 30.316 6.365 8.634 14.783 8.655 12.000 20.993 11.175 15.558 27.509 4.385 5.331 7.737 7.208 8.774 12.647 5.067 6.157 8.877 2.554 3.061 4.371 3.313 3.969 5.658 3.973 4.809 6.978
nirp_berchem_rocdg_1230 23.416 33.072 56.362 17.814 24.098 38.876 12.940 17.513 28.962 7.326 9.433 14.484 9.762 12.889 20.061 12.747 17.004 27.694 10.741 15.302 27.994 22.850 31.323 49.056 10.966 15.058 26.586 8.082 10.854 18.174 11.701 15.988 26.874 10.819 14.692 25.230 10.482 12.809 18.490 10.876 13.271 19.019 4.158 5.043 7.331 2.876 3.466 5.011 4.212 5.047 7.242 4.008 4.866 7.064
nirp_berchem_som_hm_a112 12.329 17.324 30.595 12.218 17.255 31.551 10.032 14.266 27.041 4.355 5.715 9.055 5.386 7.179 11.673 8.969 12.436 22.284 10.254 14.562 27.713 13.839 19.724 33.366 9.624 14.012 27.382 4.984 6.761 11.555 6.369 8.916 15.736 10.745 15.645 30.338 4.401 5.366 7.798 10.035 12.293 17.667 4.344 5.284 7.665 2.130 2.546 3.640 2.387 2.855 4.081 3.464 4.219 6.153
nirp_berchem_som_hm_a291 15.792 22.547 40.751 23.172 35.048 71.808 11.073 15.509 28.784 5.261 6.831 10.621 6.796 8.918 14.416 9.880 13.476 23.949 10.416 14.693 28.282 30.393 48.444 92.199 11.041 16.095 32.315 5.833 8.011 13.932 7.888 11.143 20.305 10.295 14.877 29.147 5.737 7.015 10.198 34.209 40.630 55.640 4.361 5.316 7.748 2.282 2.728 3.894 2.650 3.164 4.493 3.322 4.050 5.911
nirp_berchem_som_hm_a56 12.186 16.570 28.518 11.631 15.765 26.609 9.399 12.874 23.125 5.372 6.950 10.661 5.554 7.188 11.325 9.798 13.042 22.161 9.316 13.005 23.780 12.394 16.666 26.607 8.816 12.644 24.193 5.898 7.961 13.442 6.449 9.013 16.183 10.265 14.570 27.233 3.556 4.312 6.253 10.908 13.307 18.913 3.156 3.826 5.563 2.266 2.706 3.866 1.950 2.325 3.329 3.149 3.824 5.566
nirp_berchem_som_hm_a7 20.054 28.522 50.246 6.781 8.965 14.502 12.146 16.904 29.308 4.650 6.067 9.645 5.285 6.933 11.173 11.162 15.266 25.861 12.640 18.100 33.742 7.266 9.538 14.807 14.280 20.456 36.115 5.346 7.257 12.416 6.139 8.427 14.642 13.005 18.523 32.982 8.106 9.939 14.389 5.412 6.633 9.560 6.055 7.355 10.563 2.090 2.508 3.598 2.203 2.650 3.829 4.796 5.858 8.469
nirp_berchem_souag_b43 18.301 26.296 48.040 23.087 33.562 64.849 11.381 16.106 29.373 6.133 8.012 12.836 10.244 13.557 21.959 10.411 14.593 26.117 9.924 13.999 26.484 14.186 20.945 40.389 11.376 16.535 31.049 6.896 9.464 16.341 11.667 16.198 28.008 10.926 15.880 30.233 7.845 9.577 13.907 11.992 14.612 20.798 5.157 6.281 9.060 2.412 2.895 4.173 4.377 5.263 7.551 4.158 5.059 7.347
nirp_berchem_twcms_b8413 13.048 18.082 30.881 27.173 40.670 82.356 7.627 10.164 17.173 4.390 5.632 8.579 5.353 6.897 10.702 7.186 9.495 15.743 13.173 19.314 37.352 33.144 52.362 98.186 8.197 11.500 20.833 4.858 6.582 11.195 6.047 8.356 14.735 7.649 10.636 18.825 4.711 5.759 8.355 18.736 22.522 31.407 2.751 3.330 4.824 2.005 2.383 3.390 2.044 2.432 3.466 2.459 2.981 4.326
nirp_berchem_twcms_b8415 11.925 16.626 29.590 23.116 35.407 73.661 8.125 10.946 18.469 4.990 6.443 10.078 6.384 8.330 13.383 7.295 9.686 16.122 10.825 15.621 30.565 22.377 35.345 77.189 8.172 11.475 20.660 5.416 7.277 12.248 7.111 9.765 17.025 7.583 10.545 18.946 4.218 5.160 7.537 13.477 16.260 23.299 2.844 3.435 4.965 2.306 2.760 3.948 2.475 2.968 4.265 2.437 2.952 4.291
nirp_berchem_twcms_b9989 14.740 20.844 35.874 19.221 28.312 54.057 9.713 13.490 24.539 4.655 6.076 9.521 5.774 7.615 12.352 8.800 12.028 21.114 10.191 14.395 26.696 22.071 33.344 64.321 10.417 15.223 29.389 5.297 7.233 12.341 6.767 9.453 16.962 9.268 13.322 24.820 5.414 6.646 9.670 12.018 14.701 20.979 3.799 4.629 6.755 2.264 2.701 3.843 2.314 2.764 3.942 3.198 3.905 5.711
nirp_berchem_va_pc_2006bh7540 22.356 32.337 60.326 13.771 19.269 33.234 10.451 14.767 26.758 4.846 6.255 9.841 6.224 8.118 12.953 10.086 14.055 25.169 12.377 18.444 37.781 16.653 24.692 46.391 9.534 13.718 25.958 5.681 7.710 13.196 7.654 10.621 18.600 9.444 13.515 25.282 15.501 18.809 26.710 6.001 7.344 10.622 4.415 5.361 7.797 2.179 2.611 3.741 2.887 3.450 4.902 3.989 4.855 7.075
nirp_berchem_va_pc_2006bh7542 21.772 30.888 54.746 9.232 12.596 21.094 9.922 14.031 25.255 4.305 5.607 8.858 4.566 5.932 9.358 9.549 13.389 23.748 9.945 14.200 26.694 10.638 14.701 25.786 11.436 16.603 31.144 5.085 6.883 11.734 5.450 7.459 12.873 10.815 15.595 28.845 10.906 13.332 19.062 4.012 4.900 7.117 3.979 4.863 7.067 2.027 2.423 3.472 2.121 2.531 3.615 3.690 4.501 6.566
nirp_berchem_va_pc_2006bh7619 13.964 20.350 39.062 22.629 34.177 68.691 10.599 15.192 29.342 6.288 8.183 12.951 8.815 11.942 20.379 9.498 13.298 24.990 6.989 9.756 17.729 11.947 17.755 35.374 10.574 15.480 29.981 6.928 9.495 16.201 10.329 14.534 25.323 9.832 14.283 27.680 5.588 6.851 9.987 13.632 16.498 23.400 4.518 5.469 7.931 2.770 3.324 4.750 4.222 5.105 7.336 3.701 4.485 6.521
nirp_berchem_va_pc_2006bh7747 17.572 25.568 47.460 13.830 20.379 38.445 10.092 14.071 25.162 3.491 4.507 6.997 4.248 5.514 8.701 9.060 12.537 21.975 6.687 9.168 16.001 10.621 15.223 28.336 8.158 11.429 20.696 3.886 5.152 8.451 4.767 6.402 10.637 7.572 10.618 19.057 6.965 8.572 12.562 5.715 6.965 10.077 3.611 4.380 6.358 2.029 2.415 3.448 2.212 2.641 3.770 3.168 3.838 5.574
nirp_berchem_va_pc_2006bh7829 18.032 26.322 47.713 14.127 20.808 38.365 9.833 13.834 25.103 3.632 4.668 7.188 4.364 5.634 8.746 8.982 12.464 22.196 11.357 16.656 33.408 10.823 15.559 28.976 11.537 16.905 33.219 4.051 5.367 8.782 4.911 6.598 10.962 10.210 14.882 29.268 8.452 10.348 14.960 6.276 7.696 11.091 3.410 4.138 6.040 2.058 2.456 3.514 2.276 2.717 3.870 2.927 3.559 5.181
nirp_berchem_va_pc_2006bh7869 24.398 35.065 63.884 13.602 19.320 34.248 10.431 15.148 29.538 3.924 5.129 8.128 4.905 6.427 10.176 10.134 14.657 28.332 8.373 11.630 21.215 15.302 22.613 42.769 11.317 16.702 33.498 4.674 6.372 10.966 5.888 8.116 14.060 10.964 16.117 31.928 13.295 16.193 23.169 5.602 6.855 9.885 4.395 5.370 7.825 2.021 2.409 3.427 2.499 2.975 4.237 4.340 5.298 7.728
nirp_berchem_va_pc_2007bn5322 12.619 18.186 33.586 35.943 58.878 115.117 11.341 16.242 29.645 7.362 9.770 16.127 8.676 11.911 20.967 10.354 14.302 24.966 9.355 13.562 26.518 12.727 19.598 40.805 10.076 14.709 28.010 8.426 11.797 21.050 10.718 15.469 29.562 8.901 12.565 22.953 4.746 5.805 8.449 38.365 45.907 62.685 4.969 6.015 8.642 2.985 3.570 5.082 3.238 3.895 5.587 3.859 4.675 6.760
nirp_berchem_va_pc_2007bn6050 16.342 22.661 38.516 19.367 27.795 50.563 9.911 13.517 23.120 4.959 6.425 10.013 6.057 7.917 12.624 9.162 12.350 20.787 10.050 14.097 25.924 10.577 14.828 26.929 9.808 13.757 24.446 5.393 7.172 11.776 6.746 9.139 15.490 9.215 12.812 22.484 5.700 7.002 10.177 8.459 10.341 14.878 3.644 4.416 6.413 2.222 2.669 3.851 2.404 2.889 4.168 3.294 3.994 5.822
nirp_berchem_va_pc_2007bp0859 9.774 13.876 25.915 29.594 47.289 105.473 10.842 15.498 28.875 7.773 10.457 17.680 8.359 11.744 21.581 10.071 13.412 22.915 7.285 10.261 18.929 7.245 10.338 19.269 8.762 12.417 22.685 8.589 11.712 19.649 9.988 14.212 26.102 9.710 13.357 23.511 3.211 3.893 5.662 69.812 80.642 102.718 4.197 5.096 7.398 3.428 4.132 5.922 3.603 4.378 6.347 3.379 4.044 5.788
nirp_berchem_va_pc_2007bp0898 9.568 13.231 23.810 31.745 50.023 105.403 10.184 14.204 24.878 9.948 13.332 22.006 9.519 13.080 23.008 9.658 12.707 20.590 6.494 8.954 15.743 7.603 10.735 19.563 9.440 13.544 25.066 11.024 15.161 26.088 11.375 16.493 30.818 9.371 12.909 22.680 3.041 3.702 5.419 33.135 39.346 54.547 4.012 4.848 6.974 4.112 4.928 7.004 3.738 4.514 6.493 3.272 3.949 5.710
nirp_berchem_va_pc_2007bp1122 12.311 17.143 30.294 26.196 40.439 85.863 14.462 20.753 36.325 12.839 16.790 27.259 16.187 21.553 35.053 11.580 16.036 27.903 8.839 12.429 22.739 13.893 21.491 44.981 14.083 20.739 38.449 13.876 18.858 31.975 18.198 25.229 42.528 11.871 17.037 31.702 4.251 5.207 7.597 26.310 31.578 43.615 7.620 9.254 13.319 4.988 6.004 8.576 6.452 7.827 11.279 4.624 5.660 8.231
nirp_berchem_va_pc_2007bp1342 12.108 17.005 30.544 37.246 57.892 111.144 11.989 17.634 34.524 9.376 12.743 22.358 11.350 15.765 29.194 9.574 13.589 25.211 9.688 13.891 26.303 18.836 28.794 56.258 10.620 15.824 32.213 10.958 15.477 28.331 14.075 20.763 39.235 9.281 13.375 26.179 4.395 5.368 7.824 28.452 33.710 46.322 5.201 6.392 9.307 3.453 4.175 6.028 4.469 5.449 7.933 3.435 4.196 6.161
nirp_botticelli_70_70 11.996 15.921 25.451 20.382 28.280 48.586 10.449 13.486 20.464 6.191 7.921 11.967 7.772 10.019 15.215 9.681 12.460 18.641 7.701 10.315 17.077 25.770 37.005 65.221 8.713 11.432 18.139 6.265 8.177 13.140 8.230 10.907 17.903 8.352 10.945 17.222 3.904 4.786 6.949 10.767 13.139 18.635 3.607 4.397 6.385 2.447 2.964 4.302 2.624 3.191 4.646 3.381 4.134 6.012
nirp_botticelli_brm_bifa_43_10 8.710 11.409 18.391 5.319 6.811 10.605 7.698 10.130 16.121 4.679 6.101 9.746 5.474 7.161 11.562 7.092 9.150 14.088 6.938 9.349 15.801 6.055 7.808 12.050 6.780 9.099 15.174 5.504 7.557 12.994 6.568 9.052 15.809 6.562 8.689 14.224 2.528 3.067 4.483 3.903 4.705 6.769 2.608 3.180 4.641 1.997 2.386 3.420 2.079 2.498 3.605 2.421 2.938 4.279
nirp_botticelli_k1659 12.726 17.912 31.508 12.846 18.300 33.282 8.873 12.216 20.512 4.267 5.510 8.656 4.759 6.162 9.705 8.661 11.925 20.155 9.971 14.077 25.508 15.432 22.411 41.307 9.078 12.720 22.105 4.836 6.438 10.594 5.378 7.264 12.179 8.677 12.042 20.863 4.869 5.950 8.600 5.858 7.152 10.313 3.837 4.666 6.751 2.497 2.990 4.276 2.414 2.894 4.145 3.763 4.580 6.654
nirp_botticelli_twcms_f6124 12.419 16.865 28.508 11.450 15.613 26.566 6.744 8.786 14.150 5.117 6.660 10.495 5.468 7.102 11.200 6.563 8.511 13.478 8.198 11.225 19.354 12.726 17.748 31.307 5.938 8.085 13.834 5.839 7.941 13.505 6.378 8.814 15.496 5.837 7.888 13.303 4.036 4.930 7.175 4.344 5.305 7.701 2.461 2.964 4.268 2.111 2.529 3.644 2.010 2.406 3.455 2.421 2.915 4.212
nirp_botticelli_twcms_g1941 12.250 16.317 26.540 16.735 23.353 39.286 9.638 12.787 20.679 5.902 7.630 12.003 8.039 10.463 16.323 8.670 11.416 18.197 9.658 13.137 22.347 19.644 27.161 44.181 10.645 14.525 24.781 6.535 8.680 14.218 8.646 11.572 18.954 9.591 13.082 22.192 3.772 4.618 6.773 8.747 10.654 15.352 3.499 4.275 6.242 2.787 3.360 4.845 3.275 3.980 5.782 3.120 3.798 5.538
nirp_botticelli_va_pc_2006aj4912 13.169 17.341 27.723 14.610 19.181 29.986 10.284 13.992 23.811 7.553 9.837 15.590 7.813 10.320 16.954 10.717 14.222 23.044 8.480 11.587 19.597 18.079 23.595 33.931 7.380 10.116 17.367 8.646 11.934 20.725 9.620 13.780 25.912 8.173 10.986 18.294 4.094 5.023 7.309 13.585 16.296 23.032 3.443 4.233 6.190 2.676 3.247 4.706 2.491 3.021 4.394 3.601 4.424 6.444
nirp_boudin_1_12 18.723 26.519 47.410 13.893 19.235 32.726 8.782 12.250 22.227 5.190 6.741 10.733 10.928 14.812 24.653 8.680 12.063 21.737 11.701 16.847 31.713 13.520 19.341 35.119 9.478 13.643 25.680 6.069 8.358 14.572 13.416 19.032 33.534 9.401 13.498 25.318 8.742 10.674 15.331 5.276 6.465 9.370 3.919 4.775 6.952 2.052 2.459 3.538 6.113 7.399 10.608 3.801 4.634 6.769
nirp_boudin_180 30.206 41.921 74.204 22.290 31.299 53.791 12.019 16.325 27.784 6.403 8.317 13.128 11.148 14.314 21.960 11.688 15.759 26.565 16.106 22.862 41.332 26.035 37.566 67.466 11.119 15.504 26.966 7.208 9.728 16.077 12.262 16.303 25.359 10.823 15.038 25.983 14.544 17.584 24.932 9.286 11.360 16.237 6.196 7.547 10.881 2.838 3.431 4.967 6.539 7.831 11.084 5.824 7.072 10.143
nirp_boudin_1977_653 22.177 31.093 58.805 11.561 15.466 25.281 8.335 11.232 19.044 5.258 6.791 10.714 10.729 14.169 22.978 8.340 11.270 19.107 9.158 12.905 23.848 14.287 20.232 35.605 9.502 13.504 24.704 6.116 8.362 14.459 14.022 19.626 33.487 9.471 13.448 24.530 16.615 20.415 28.851 4.309 5.299 7.757 3.724 4.524 6.595 2.123 2.544 3.666 6.402 7.759 11.186 3.716 4.506 6.577
nirp_boudin_1977_654 19.093 26.392 45.164 15.855 21.742 36.500 8.530 11.700 20.346 5.210 6.808 10.906 9.918 13.116 21.093 8.439 11.577 20.010 14.368 20.805 38.310 15.849 23.256 43.518 9.214 13.102 24.123 6.190 8.434 14.520 12.534 17.131 28.654 9.606 13.687 24.909 8.189 9.996 14.440 6.098 7.525 10.967 3.936 4.782 6.964 2.179 2.621 3.796 5.489 6.658 9.587 4.114 4.983 7.244
nirp_boudin_2378 10.116 13.312 21.181 11.304 15.132 24.895 9.386 12.228 19.390 6.463 8.294 12.699 8.363 10.829 17.039 8.533 10.941 16.722 8.072 10.972 18.573 13.131 17.542 27.715 7.860 10.620 17.691 6.700 8.905 14.656 9.078 12.409 21.034 7.736 10.274 16.712 2.998 3.652 5.329 6.783 8.289 11.962 3.142 3.822 5.562 2.575 3.113 4.511 3.122 3.781 5.473 2.893 3.516 5.122
nirp_boudin_2379 21.729 31.317 59.712 7.415 9.948 16.325 9.841 12.909 21.014 7.379 9.679 15.354 11.320 15.147 24.898 9.742 12.762 20.666 13.301 19.958 40.465 8.110 10.981 18.313 7.941 10.836 18.688 8.559 11.760 20.017 14.163 20.039 34.368 8.363 11.469 20.042 13.945 16.971 24.205 3.155 3.851 5.657 3.369 4.105 6.013 2.962 3.595 5.240 6.281 7.624 10.976 3.282 4.001 5.864
nirp_boudin_2916 13.216 18.253 32.065 6.956 9.231 15.111 9.324 12.425 20.521 6.836 8.836 13.845 6.598 8.502 13.316 9.092 12.083 19.861 8.131 11.204 20.049 7.677 10.284 16.858 7.656 10.444 18.500 7.664 10.426 17.720 7.475 10.181 17.679 7.172 9.696 16.756 3.771 4.643 6.861 3.023 3.707 5.454 2.310 2.819 4.159 2.309 2.810 4.128 2.098 2.541 3.723 2.222 2.708 3.986
nirp_boudin_352 20.923 28.959 49.925 26.033 37.914 70.982 14.619 19.981 33.726 6.655 8.556 13.342 10.587 13.752 21.538 14.009 18.745 30.784 10.717 14.937 26.650 26.049 38.861 71.557 12.651 17.759 30.772 7.331 9.845 16.408 12.351 16.549 26.621 11.965 16.539 27.962 8.119 9.821 14.198 13.616 16.376 23.088 6.581 7.957 11.391 2.582 3.130 4.540 6.262 7.526 10.699 5.978 7.206 10.319
nirp_boudin_3605 18.405 26.009 47.137 8.195 11.059 18.288 10.394 13.696 22.434 7.462 9.666 15.170 9.882 13.067 20.933 10.253 13.453 21.955 8.832 12.312 22.429 8.972 12.300 20.814 8.920 12.299 21.627 8.513 11.646 19.707 11.966 16.823 29.130 9.030 12.449 21.955 7.655 9.337 13.562 3.258 3.991 5.891 3.569 4.356 6.361 3.040 3.688 5.371 4.729 5.732 8.266 3.500 4.267 6.241
nirp_boudin_ag002293 24.691 34.781 65.103 10.835 14.414 23.540 8.995 12.167 20.550 4.661 6.001 9.292 9.747 12.709 19.737 9.064 12.272 20.805 9.537 13.368 24.158 12.726 17.489 28.758 8.887 12.507 22.769 5.266 7.004 11.514 11.668 15.724 25.239 8.911 12.509 22.762 13.324 16.232 23.258 5.460 6.694 9.715 3.229 3.955 5.820 2.095 2.522 3.655 6.449 7.741 10.994 3.413 4.178 6.140
nirp_boudin_ag002623 29.903 43.428 85.825 16.520 22.976 38.559 7.503 10.152 17.556 6.244 8.288 13.543 12.947 17.611 29.058 7.540 10.226 17.771 11.831 17.222 33.784 18.220 26.996 50.869 7.965 11.276 21.167 7.404 10.251 17.695 16.882 24.224 40.888 7.870 11.137 20.846 34.275 40.927 55.863 7.401 9.044 13.031 2.232 2.700 3.940 2.731 3.304 4.760 8.848 10.771 15.435 2.259 2.736 3.993
nirp_boudin_bermg_1424 30.812 45.848 86.881 5.457 7.007 10.932 7.246 9.748 16.416 5.408 7.070 11.301 11.691 15.725 26.130 7.255 9.752 16.358 9.714 13.772 25.694 5.896 7.629 11.719 7.606 10.590 18.992 6.313 8.535 14.322 14.933 21.054 35.775 7.430 10.301 18.358 25.206 30.415 42.332 3.309 4.035 5.879 2.612 3.178 4.635 2.642 3.186 4.608 6.648 8.034 11.493 2.588 3.146 4.601
nirp_boudin_bermg_1425 16.862 23.357 39.568 7.588 9.953 15.838 8.842 11.974 20.401 5.323 6.868 10.774 8.363 10.975 17.399 8.690 11.726 19.874 8.966 12.487 21.967 8.398 11.003 17.393 8.975 12.642 23.070 6.117 8.213 13.736 10.206 14.031 23.629 8.937 12.647 23.247 6.299 7.702 11.188 3.707 4.513 6.568 2.959 3.606 5.270 2.614 3.152 4.570 4.509 5.483 7.891 2.908 3.529 5.149
nirp_boudin_b-m-1043 17.236 23.634 39.396 9.179 12.240 19.713 8.439 11.202 18.243 6.045 7.833 12.178 8.599 11.221 17.704 8.246 10.853 17.464 9.837 13.505 24.024 9.932 13.168 20.721 8.211 11.389 19.890 6.729 8.983 14.978 9.996 13.756 24.076 7.750 10.655 18.508 5.574 6.862 9.960 5.739 7.047 10.210 3.607 4.363 6.282 2.541 3.077 4.470 3.658 4.442 6.430 3.337 4.042 5.844
nirp_boudin_b-m-689 29.036 40.735 73.769 17.845 24.332 39.996 11.283 15.439 26.594 6.950 9.065 14.516 12.282 16.099 25.765 11.195 15.193 26.016 13.280 19.092 35.514 20.454 29.309 50.889 10.723 15.202 28.048 8.021 10.992 18.853 14.796 20.468 33.496 10.553 14.926 27.420 16.535 20.025 28.252 7.652 9.300 13.316 4.361 5.323 7.742 2.747 3.344 4.882 6.681 8.072 11.533 4.313 5.255 7.638
nirp_boudin_b-m-697 21.976 31.164 56.476 16.856 23.458 39.563 8.888 11.926 20.314 5.821 7.522 11.815 8.774 11.540 18.404 8.865 11.887 20.224 10.904 15.335 28.507 20.466 29.134 47.569 9.831 14.062 26.509 6.658 9.029 15.219 10.618 14.653 25.135 9.782 13.961 26.488 11.863 14.515 20.777 10.661 12.870 18.368 2.754 3.363 4.932 2.422 2.924 4.240 4.256 5.183 7.524 2.792 3.411 4.986
nirp_boudin_brm_bifa_51_1 9.296 12.397 20.284 10.092 13.512 22.146 8.410 11.274 18.837 5.532 7.184 11.364 7.242 9.397 14.826 8.423 11.497 19.553 9.840 13.911 25.886 11.295 14.821 23.062 9.092 12.827 23.625 6.396 8.658 14.596 8.331 11.436 19.704 9.326 13.260 24.249 2.851 3.469 5.071 6.057 7.368 10.702 2.743 3.331 4.868 2.251 2.714 3.944 2.645 3.208 4.686 3.272 3.970 5.790
nirp_boudin_fa000268 14.974 21.778 40.525 8.765 11.955 20.113 5.579 7.508 12.659 3.829 4.989 8.045 5.393 7.247 12.235 5.706 7.645 12.785 8.146 11.467 20.758 10.237 13.762 22.165 6.325 8.866 15.834 4.446 5.989 10.146 6.706 9.327 16.406 6.303 8.815 15.608 6.354 7.786 11.297 5.598 6.835 9.862 2.376 2.848 4.071 2.176 2.607 3.732 2.891 3.475 4.977 2.507 2.997 4.272
nirp_boudin_gla_hag_43457 11.418 15.741 27.720 10.661 14.735 25.710 7.195 9.727 16.166 4.770 6.239 10.021 7.194 9.526 15.490 7.217 9.754 16.302 12.629 18.692 37.051 11.349 16.294 30.842 7.819 10.928 19.645 5.737 7.851 13.542 8.723 12.195 21.418 8.445 11.929 21.669 3.792 4.650 6.809 3.430 4.179 6.146 2.623 3.195 4.668 2.034 2.437 3.517 3.041 3.705 5.400 2.652 3.228 4.727
nirp_boudin_k2924 15.236 22.249 42.765 20.464 30.359 60.873 6.430 8.719 14.704 5.552 7.427 12.407 6.634 8.820 14.471 6.388 8.664 14.665 10.807 15.686 30.332 11.442 16.638 32.612 6.448 8.845 15.594 6.890 9.478 16.338 8.049 11.137 19.034 7.070 9.867 17.585 8.579 10.403 14.828 12.298 14.900 21.171 2.251 2.728 3.975 2.589 3.124 4.539 3.510 4.245 6.138 2.300 2.783 4.058
nirp_boudin_k4001 12.285 17.437 31.763 27.944 45.450 99.017 8.683 12.072 21.118 5.199 6.887 11.167 6.349 8.499 14.065 7.795 10.701 18.582 12.360 18.355 36.846 13.455 20.527 41.657 8.948 12.777 23.640 6.066 8.350 14.389 7.557 10.546 18.960 8.449 12.052 22.408 5.064 6.199 8.943 21.754 26.377 36.733 3.252 3.942 5.716 2.429 2.910 4.170 2.597 3.117 4.470 2.769 3.364 4.895
nirp_boudin_kirmg_180 18.839 27.735 54.099 5.711 7.442 11.870 8.461 11.559 19.582 5.570 7.259 11.618 9.982 13.485 22.404 8.381 11.395 19.144 10.747 15.648 31.173 6.488 8.529 13.424 8.413 11.831 21.270 6.424 8.766 14.957 12.633 17.870 31.731 8.395 11.779 21.132 12.064 14.783 21.016 3.465 4.203 6.111 3.356 4.087 5.965 2.297 2.771 4.008 5.302 6.443 9.220 3.271 3.982 5.809
nirp_boudin_l_f121_1981_0_0 18.870 26.728 46.866 26.499 38.068 71.009 8.334 11.037 18.425 5.762 7.395 11.347 8.059 10.710 17.443 8.232 10.830 17.851 8.505 11.511 19.569 20.683 31.503 60.656 8.660 12.165 22.842 6.349 8.436 13.871 9.664 13.561 23.871 8.649 12.099 22.579 7.503 9.199 13.384 14.922 18.086 25.494 2.339 2.832 4.129 2.422 2.925 4.248 3.597 4.374 6.360 2.280 2.755 4.020
nirp_boudin_ncm_1975_36 14.538 20.716 36.982 19.222 27.827 49.716 9.375 12.748 21.605 5.908 7.589 11.765 7.113 9.328 14.892 9.614 12.744 20.869 8.470 11.841 21.942 18.155 26.882 48.440 10.014 14.190 25.388 6.572 8.700 14.340 8.388 11.506 19.373 10.122 14.029 24.553 5.984 7.317 10.648 9.812 11.940 17.149 3.895 4.695 6.777 2.688 3.229 4.646 3.727 4.481 6.472 3.774 4.536 6.542
nirp_boudin_scag_4_1986 21.200 29.434 51.152 14.772 19.687 31.899 7.704 10.265 17.370 5.081 6.546 10.264 7.716 10.154 16.294 7.615 10.113 16.913 9.983 13.996 25.747 18.855 25.830 40.314 7.783 10.812 19.553 5.858 7.953 13.592 9.482 13.153 23.001 7.638 10.554 18.867 9.374 11.548 16.708 9.380 11.395 16.277 2.477 3.009 4.393 2.043 2.452 3.535 3.684 4.431 6.352 2.455 2.982 4.351
nirp_boudin_scag_45 24.888 35.628 69.062 10.342 13.931 23.003 7.597 10.067 16.446 7.165 9.347 14.759 7.671 10.037 16.023 7.574 10.030 16.437 11.527 16.642 31.894 11.167 15.358 26.856 7.929 10.997 19.526 8.465 11.413 18.866 9.201 12.682 21.979 7.910 11.024 19.503 17.747 21.602 30.706 3.714 4.565 6.664 2.618 3.172 4.617 4.151 5.003 7.230 3.509 4.259 6.196 2.636 3.191 4.636
nirp_canaletto_1314 10.674 14.349 23.479 14.134 19.938 35.622 10.762 14.898 25.903 4.839 6.279 9.825 6.607 8.756 14.323 9.371 12.527 20.581 9.920 13.796 24.543 16.638 23.793 40.438 9.983 14.066 25.576 5.436 7.337 12.258 7.792 10.814 18.767 9.447 13.026 22.865 3.564 4.337 6.315 7.544 9.183 13.250 4.464 5.421 7.834 2.267 2.711 3.877 2.973 3.578 5.124 3.431 4.159 6.022
nirp_canaletto_182 15.059 21.092 37.050 15.120 21.361 37.193 10.649 14.271 23.963 5.542 7.092 10.838 7.260 9.403 14.648 10.192 13.523 22.093 10.463 14.914 28.208 10.509 14.843 27.229 9.417 13.108 22.935 5.933 7.819 12.754 8.076 10.868 17.976 9.059 12.531 21.629 5.261 6.439 9.365 6.171 7.582 10.994 4.061 4.932 7.170 2.229 2.691 3.908 3.200 3.860 5.570 3.710 4.513 6.547
nirp_canaletto_1899_4 27.926 38.880 68.123 9.064 11.669 18.232 9.662 12.817 20.569 5.933 7.625 11.872 9.036 11.735 18.086 9.621 12.666 20.254 11.088 15.681 28.390 9.771 12.639 18.767 9.347 12.681 21.180 6.476 8.625 14.218 10.208 13.536 21.676 9.409 12.816 21.321 12.279 14.984 21.397 6.819 8.303 12.005 4.250 5.154 7.432 2.601 3.134 4.541 4.673 5.633 8.050 4.226 5.135 7.394
nirp_canaletto_1982-32-1-b-m 16.297 21.898 34.768 18.908 25.642 41.269 8.746 11.486 18.136 5.972 7.727 11.972 7.502 9.628 14.821 8.556 11.171 17.493 9.250 12.588 21.164 22.762 31.503 51.723 7.857 10.552 17.278 6.684 8.979 14.927 8.462 11.390 18.704 7.854 10.527 17.183 4.997 6.129 8.960 7.966 9.711 14.044 3.636 4.387 6.310 2.767 3.338 4.814 3.449 4.161 5.979 3.570 4.307 6.189
