img glcm-cs-ct1 glcm-cs-ct6 glcm-cs-ct20 glcm-cs-en1 glcm-cs-en6 glcm-cs-en20 glcm-cs-hm1 glcm-cs-hm6 glcm-cs-hm20 glcm-cs-cr1 glcm-cs-cr6 glcm-cs-cr20 glcm-h-ct1 glcm-h-ct6 glcm-h-ct20 glcm-h-en1 glcm-h-en6 glcm-h-en20 glcm-h-hm1 glcm-h-hm6 glcm-h-hm20 glcm-h-cr1 glcm-h-cr6 glcm-h-cr20 glcm-l-ct1 glcm-l-ct6 glcm-l-ct20 glcm-l-en1 glcm-l-en6 glcm-l-en20 glcm-l-hm1 glcm-l-hm6 glcm-l-hm20 glcm-l-cr1 glcm-l-cr6 glcm-l-cr20 glcm-shsl-ct1 glcm-shsl-ct6 glcm-shsl-ct20 glcm-shsl-en1 glcm-shsl-en6 glcm-shsl-en20 glcm-shsl-hm1 glcm-shsl-hm6 glcm-shsl-hm20 glcm-shsl-cr1 glcm-shsl-cr6 glcm-shsl-cr20 glcm-shsv-ct1 glcm-shsv-ct6 glcm-shsv-ct20 glcm-shsv-en1 glcm-shsv-en6 glcm-shsv-en20 glcm-shsv-hm1 glcm-shsv-hm6 glcm-shsv-hm20 glcm-shsv-cr1 glcm-shsv-cr6 glcm-shsv-cr20 glcm-v-ct1 glcm-v-ct6 glcm-v-ct20 glcm-v-en1 glcm-v-en6 glcm-v-en20 glcm-v-hm1 glcm-v-hm6 glcm-v-hm20 glcm-v-cr1 glcm-v-cr6 glcm-v-cr20
nirp_berchem_eu_703 10752830 109599433 227902915 12362.964 7522.364 5674.619 124413.679 58146.525 33656.779 1.000000 1.000000 1.000000 49231620 94551541 104980894 25649.824 16049.922 12356.271 175519.882 100430.029 68076.044 1.000000 1.000000 1.000000 29728791 245905993 561715776 7671.071 4736.182 3710.201 92975.730 41594.339 26842.553 1.000670 1.000000 1.000000 239578131 788394851 1192972622 47172.938 34166.169 26751.079 81734.426 47394.885 35243.512 1.000530 1.000000 1.000000 125069096 475808960 808574243 33591.825 23680.639 19049.323 105168.167 61084.867 43446.803 1.000000 1.353885 1.000000 32982557 293458322 677653104 16051.903 12079.414 8932.873 90609.951 42969.839 28178.587 1.002710 1.000000 1.000000
nirp_berchem_eu_734 2011237 8567689 23785947 18604.610 12646.952 9741.890 155897.039 94178.894 57112.791 1.000000 1.000000 1.000000 30608188 89381503 177445822 31182.654 21834.669 16137.257 163584.416 105676.496 68973.312 1.000000 1.000000 1.081603 48891122 213553754 440535558 11848.518 8892.836 7864.845 96069.746 55557.753 42090.220 1.000154 1.000000 1.000000 441400641 1058148359 1739368765 37710.204 63766.248 55554.181 110464.819 78720.245 64351.671 1.010824 1.000000 1.000000 248950709 603670852 917703991 45369.625 38325.697 34998.472 127954.233 78763.032 57918.566 1.000034 1.000000 1.000000 50540642 218405314 455542244 32204.420 26779.405 21677.869 100773.719 63734.336 48263.985 1.000000 1.015300 1.000000
nirp_berchem_hasmg_960_53 7377285 62154866 124004191 11487.281 5973.529 4703.145 116386.870 41800.660 23212.429 1.000000 1.000000 1.000000 137250355 323605829 425204243 21709.923 12034.864 9696.004 147810.059 64864.798 39876.354 1.000003 1.002026 1.000000 131052933 453008049 656645425 3880.448 2713.327 2384.377 29242.148 15314.554 11547.848 1.000634 1.049843 1.000000 905343262 1764684882 2000505221 13754.562 6906.889 5703.021 36590.571 17423.044 12872.040 1.000000 1.000000 1.000000 651916067 1342543569 1556412472 11331.119 5273.511 4549.741 32066.315 14626.127 10886.614 1.000004 1.000000 1.042419 138496755 524372755 786664919 4689.382 3179.159 2458.271 29475.911 15550.304 11091.929 1.000000 1.025832 1.000000
nirp_berchem_k1090 5144774 72063204 247201198 10618.853 5761.194 3990.776 114938.389 46111.367 21014.297 1.004183 1.000000 1.000000 22450465 62674719 99568631 27148.607 15488.547 11868.129 168635.264 86920.858 52516.534 1.000000 1.000000 1.000000 15447101 187431386 468459264 7675.040 4254.974 3254.793 92492.763 35234.001 20378.734 1.000003 1.058009 1.000000 154842311 771997887 1174834446 54637.598 64955.383 57090.264 120364.740 76505.068 63296.711 1.814792 2.539680 1.000000 99441594 499466299 886384142 39969.197 57598.489 50367.330 125449.755 75851.478 59365.368 1.000820 1.000000 1.000000 18041372 230621655 613081660 10072.852 7816.277 6356.426 80554.692 32082.807 19944.749 1.000000 1.005716 1.000287
nirp_berchem_k2402 3465522 37471100 103952859 16069.179 10519.755 7232.625 146805.620 75503.723 38838.775 1.000000 1.000010 1.001353 545315017 1980202297 3373275481 30654.210 19357.854 13727.772 192176.465 104811.305 58984.443 1.000000 1.012641 1.000000 31266620 249414324 486821874 5290.740 3161.037 2468.789 70275.053 28509.665 16848.675 1.000362 1.157529 1.711393 107523312 508552850 729314049 23116.589 16200.840 13372.284 87957.650 46225.609 31327.430 1.000000 1.002003 1.000000 44035829 278183136 438254773 16930.777 12349.694 10431.306 78808.044 38446.284 25383.427 1.000835 1.000000 1.000000 32400683 283768004 602320000 8003.716 4761.380 3378.248 70522.510 28756.380 16528.044 1.003857 1.000000 1.414913
nirp_berchem_leamg_a386_1953 3881120 62797884 176299693 13582.522 7382.257 5138.413 135852.245 59507.048 29252.178 1.000003 1.000000 1.000000 268461477 711669247 962146661 30572.936 18026.473 13512.994 172115.789 90570.776 54967.710 1.000000 1.000000 1.000000 32529169 293112408 713338290 5808.594 3446.999 2512.249 68326.311 29079.200 15729.277 1.000000 1.044017 1.000000 305974415 926340787 1291112542 16891.122 9639.637 7049.210 62933.250 28318.893 16967.764 1.000000 1.014648 1.000000 166966188 579269567 906033460 11195.362 5701.907 4358.939 68033.730 30021.953 17253.733 1.000000 1.000000 1.000000 36576339 373141535 923220943 8759.897 5978.441 4140.785 68486.775 29861.135 16046.007 1.000000 1.080700 1.000000
nirp_berchem_ncm_1953_104 9174432 99322096 323506175 11772.927 58755.659 46224.084 148131.146 95981.251 66692.332 1.000024 1.001119 1.021775 747992035 1771201185 2185062586 32630.816 63450.131 52025.367 173228.525 118932.403 87515.774 1.000199 1.012064 1.000000 54947481 271859637 568205407 36025.118 28105.177 22424.951 94184.562 59201.537 43398.089 1.000053 1.005283 1.000000 742980074 1809694882 2483706554 69686.879 59848.624 47172.890 112369.482 83125.621 62189.619 1.000000 1.006768 1.364562 564846166 1530033837 2292627117 67011.826 58551.682 46305.755 103220.274 75026.677 56552.583 1.000000 1.000000 1.000000 62507208 391148597 965354304 36670.352 28646.344 22468.949 96675.057 61269.261 43728.840 1.000959 1.000000 1.000000
nirp_berchem_ntsb13 987497 13203089 57418186 30372.621 20707.356 15576.284 177529.203 98695.849 61738.391 1.000000 1.000000 1.000000 210886806 724130414 1339179981 24798.706 16081.216 10659.221 155880.272 79991.927 42243.552 1.000000 1.000000 1.004881 7020734 121395329 359397146 13081.749 7145.500 5798.091 134050.622 52240.280 35340.136 1.000040 1.000003 1.000000 240510863 1086594223 1666703720 30282.574 20103.491 14728.798 101834.548 46610.545 30404.337 1.000000 1.000000 1.000000 191929813 836388795 1308412103 20454.133 12687.629 8873.723 108110.948 45230.072 26627.497 1.000000 1.000000 1.000000 7289268 129152507 410194741 17690.077 12862.540 10011.721 133824.544 56758.821 38793.043 1.000000 1.000028 1.000000
nirp_berchem_nwhcm_1991_1_1_f 31573413 127727631 333416027 6514.901 4244.295 2813.835 86680.289 44677.524 19141.270 1.000000 1.138583 -0.104557 52855158 101795286 117967786 30530.756 21060.816 16654.222 165767.555 106909.796 70615.957 1.000000 1.000000 1.000000 77150701 169716457 252888374 4490.143 3235.846 2720.716 42171.089 22894.878 16347.764 1.001215 1.000000 1.000000 512961382 887676547 1111982556 7934.541 42766.327 10613.844 123186.488 107341.972 97130.939 1.000000 1.000000 -1.268562 337506492 598459410 769615037 54739.299 43778.470 36479.706 74508.996 54053.141 44009.382 1.000166 1.000000 1.000000 99187620 249391262 462243775 60442.766 56446.871 50654.500 79892.696 67611.477 58878.650 1.014077 1.000000 5.699360
nirp_berchem_op31 10374808 116601760 282706989 8331.330 4688.331 3332.958 113841.439 50926.902 24847.129 1.001145 1.000000 1.000000 1496443 5226928 9083970 35802.292 23864.217 19138.059 202081.738 133410.375 99770.377 1.000033 1.001596 1.000000 13025888 94066215 227177563 7046.912 4449.889 3522.840 87230.339 39292.777 25242.903 1.000398 1.118107 1.000000 147465673 420566455 622960747 22546.882 51064.703 33095.681 122272.658 94908.411 81404.328 1.001162 1.000000 1.000000 101572015 272589375 405923315 16037.220 57634.166 51275.292 109785.352 76333.543 63385.598 1.000000 1.061357 -4.909642 20070320 192847443 474268463 28415.911 25592.672 21799.941 91629.459 52099.413 38018.430 1.000000 1.000000 1.000000
nirp_berchem_plymm_061 8397219 89158594 203089127 14921.311 8621.858 6342.869 144678.957 71303.525 42110.697 1.000000 1.002172 1.087087 12840945 42012434 58635949 26974.501 17036.617 13133.369 183097.131 104257.782 70759.842 1.000000 1.000000 1.000000 15130678 109204325 300975388 18125.661 10870.672 8420.472 151319.733 77766.645 50239.445 1.000000 1.000000 -0.676241 190088357 584167407 761202146 36316.572 40806.541 61619.912 159714.098 116103.172 96969.791 1.000098 1.000000 1.000000 116720171 386051151 587222778 10400.579 43953.973 32482.956 164137.092 113761.192 93188.571 1.000000 1.000000 1.300873 20413114 169468454 434965368 28664.427 23467.108 17606.293 141130.172 76247.115 49380.235 1.005803 1.000000 1.000000
nirp_berchem_rocdg_1230 1840477 30222019 89707685 21421.961 13303.745 10408.996 164107.837 85151.611 55088.351 1.000001 1.000005 1.014809 70295731 223287512 294276510 21798.759 14008.289 10432.308 188453.788 107307.017 66176.100 1.000050 1.009097 1.000000 13933677 150546529 331154234 22887.481 15933.655 13995.228 138255.036 80211.745 59493.327 1.003682 1.000000 -5.239672 143076988 648000192 983813916 62854.572 50117.703 42149.769 138438.671 100656.245 88465.784 1.000000 1.000000 1.001447 99359785 427075898 691956188 19488.230 11988.104 9539.350 139518.780 76430.039 51860.139 1.017695 1.000000 1.000000 15350415 181811610 425579271 47542.970 41542.762 35676.518 148337.534 107958.596 93516.111 1.000000 1.000000 1.000000
nirp_berchem_som_hm_a112 13557021 96252594 217830760 11667.154 6935.287 5088.917 124492.750 58971.648 30745.502 1.000053 1.003309 1.000000 109252421 181398202 199958964 27558.098 17654.427 14113.938 169209.727 98725.255 67817.147 1.000000 1.000000 1.000000 23700918 108209464 261178316 9505.469 6222.085 5217.772 88780.752 41457.718 27536.772 1.000000 1.000000 1.000000 318547977 870465040 1275058153 34383.073 55594.850 45202.278 104018.735 66602.590 51638.497 1.000000 1.000000 1.000000 185019180 489878987 689330311 59881.579 45019.376 38911.472 100198.093 61465.024 49748.737 1.000000 1.000000 1.000000 31716876 190969670 480863639 15599.020 11180.777 6525.571 86712.174 41509.487 25361.503 1.004345 1.000000 1.000000
nirp_berchem_som_hm_a291 4628082 40042291 87818069 15829.539 9251.691 6516.585 143204.469 70122.512 36004.964 1.000000 1.000000 1.000004 19907341 35143686 37545090 33461.765 21966.013 17460.931 189191.624 117345.261 81061.521 1.000000 1.000000 1.000000 14728375 101724284 271547603 9067.555 5466.677 4433.609 104707.455 43247.186 26855.552 1.000000 1.000000 1.000000 187516171 619988257 950571449 57895.762 43708.172 38337.459 108220.735 62357.037 48098.153 1.000418 1.000000 1.000000 105419906 331995789 497622219 52335.488 39171.173 35411.854 120306.708 68847.140 53527.771 1.000000 1.000000 1.000000 18473530 144012095 369715528 8559.172 5990.597 4207.468 95046.718 38091.363 22237.395 1.001402 1.000000 1.000000
nirp_berchem_som_hm_a56 10732220 89048779 238051970 18918.410 12574.066 8381.633 132909.061 70308.905 37833.317 1.000000 1.000000 2.046471 180903683 521387535 806311015 38236.459 24028.478 17790.477 189176.413 110673.586 71334.323 1.000000 1.000000 1.000000 16897390 104802642 245864260 7799.779 4733.803 3965.777 85016.345 35648.749 24650.851 1.000000 1.016967 1.000000 174275962 616688415 916965345 43726.098 16676.497 59216.027 110076.482 77608.775 65401.377 1.000000 1.000000 1.000000 120921628 419484449 595717928 20311.455 13832.327 11426.085 63804.809 28688.286 21237.906 1.000000 1.000000 1.000000 20800213 170586593 467057786 59210.098 54095.165 47815.891 119733.771 77672.605 62820.208 1.000000 1.000000 1.000000
nirp_berchem_som_hm_a7 5092391 41347550 103147830 32411.239 23452.877 17799.047 171559.726 95946.282 54570.565 1.000000 1.000000 1.000000 387546583 1151412853 1477017272 42170.704 30058.267 22521.061 175456.439 102622.907 65920.781 1.000000 1.000000 1.000000 36381097 202200422 538475052 16951.047 9890.044 7556.358 129182.521 61716.770 37852.847 1.000000 1.000004 1.000061 393476695 914664819 1334478849 30239.171 22102.096 16649.214 98677.226 47025.856 30996.883 1.000000 1.000000 1.096798 271935520 739979442 1106656179 28945.094 21277.879 16116.257 101159.088 48235.971 31885.840 1.001389 1.025185 1.000000 39208520 250691335 687701811 13153.983 7447.255 5429.113 123148.628 54442.584 30957.172 1.000014 1.004290 1.000000
nirp_berchem_souag_b43 3702090 33316594 84332414 15995.981 10364.835 7528.520 144877.270 78470.253 43299.219 1.000030 1.003496 1.000000 2882988 19837915 51011899 26362.686 16866.118 12555.715 175937.818 104661.305 61551.821 1.000000 1.000216 1.008207 19384390 143755666 388231592 10048.209 6513.893 5348.198 104173.723 49932.207 33716.632 1.008852 1.000000 1.000000 133340777 514340434 878961315 60129.368 39289.258 15705.873 121353.720 89087.451 75088.709 1.000000 1.836726 -0.675241 64486754 271747560 564953431 37157.160 65448.319 58738.510 166683.678 118319.357 88591.526 1.039642 1.000000 -2.064452 21542326 160105346 399816514 16668.995 12787.762 9866.766 97419.702 50284.068 35242.117 1.000000 1.000000 1.000000
nirp_berchem_twcms_b8413 18513177 128050240 277695536 11868.509 6694.051 4332.684 124452.499 57992.677 24121.385 1.000468 1.146121 1.000000 5382734 16345582 28614689 39619.839 24793.944 19187.530 194898.552 118139.167 78854.778 1.000000 1.000000 1.000000 56999605 350973163 620712153 7389.152 4793.311 3613.687 65128.667 28806.942 17227.677 1.000000 1.000000 1.000000 336819759 956522985 1268280752 55863.025 38715.213 29264.640 77437.535 48155.161 35599.625 1.000000 1.000000 1.000000 189417811 620930403 880734828 50487.206 35680.290 27255.163 76125.314 47168.445 35402.048 1.001991 1.293249 1.000000 61740690 464259007 911618807 8293.528 4717.035 2987.456 60956.864 25580.319 14530.338 1.000000 1.000000 1.000000
nirp_berchem_twcms_b8415 13141275 104130326 233213641 9969.891 5544.419 3883.932 111204.247 48008.118 22018.085 1.000009 1.000682 1.000000 4066844 14562208 21548941 28185.367 16899.513 13184.269 177014.720 97772.157 63284.325 1.000063 1.005823 1.000000 43763749 248803202 494300901 8403.423 5020.986 3906.960 78160.425 33508.691 20533.172 1.000215 1.052981 1.000000 257573636 765517184 1091386496 24639.992 32955.519 56385.258 132209.587 105356.103 91356.016 1.000000 1.000000 0.977410 139958436 433326167 652377840 56954.439 12180.301 49725.800 130317.532 103295.220 89121.275 1.000000 1.000000 0.923904 51455069 359091668 769325484 9107.061 5328.084 3482.657 66018.963 27414.560 15989.714 1.000474 1.000000 1.000000
nirp_berchem_twcms_b9989 7887233 64942161 140249002 14735.636 8504.610 6103.749 132224.711 62573.960 31908.056 1.000000 1.000000 1.000000 20838069 47837218 93984704 27811.893 18052.801 14415.470 172650.411 101044.198 64475.274 1.000000 1.000000 1.000000 25783881 156061651 316784615 8561.372 5276.960 4127.285 90410.626 39662.654 24517.971 1.000000 1.000000 1.000000 299644058 857462380 1232954717 52473.914 37531.673 30148.129 96633.839 57141.111 42495.727 1.002698 1.000000 1.000000 165700921 487179411 744139690 49858.944 35976.729 29467.441 98571.092 58103.805 43529.431 1.000000 1.000000 1.000000 31478730 220271515 450825835 7363.595 4694.772 3263.865 81921.556 33961.064 20159.883 1.000000 1.000000 -1.712283
nirp_berchem_va_pc_2006bh7540 2509176 28801893 68865269 16462.534 9823.405 7306.936 146817.756 72403.671 41163.405 1.000000 1.000001 1.000165 38066133 97678731 196183794 14369.963 8014.031 5370.879 150905.233 68070.297 34175.872 1.000000 1.000000 1.003514 16818082 142366227 354827012 7515.035 4935.074 3991.651 89122.911 43439.255 28104.500 1.000777 1.000000 -2.360631 403022259 969934081 1599230178 42011.030 32638.958 26025.307 82957.721 48479.347 34884.340 1.000167 1.000000 1.000000 313386675 659822046 920070271 22101.113 16039.042 13449.980 98402.338 49963.142 32186.483 1.000158 1.111340 1.111462 18678276 170371057 426386771 21957.253 17806.246 13634.637 91981.626 50711.936 34360.691 1.001600 1.000000 1.000000
nirp_berchem_va_pc_2006bh7542 2717768 33909273 90444737 20932.024 13561.063 10318.333 142673.050 74215.588 43333.177 1.000000 1.000000 1.000000 90627626 304336898 566184287 14527.281 7922.810 5370.513 128140.991 60454.285 28771.338 1.001201 1.000000 1.000000 25353325 169191056 380858407 9796.440 6590.016 5382.012 79580.298 39315.819 25965.943 1.004168 1.000000 1.000000 449463929 1142622791 1595246192 14998.026 9010.057 6059.556 52401.733 23986.415 14904.839 1.000000 1.000000 1.000000 366379407 973178266 1374546689 11606.469 6520.641 4559.400 52480.018 22930.391 14025.446 1.000000 1.143544 1.000000 27398767 205260776 480368276 8952.595 6128.066 4678.434 77327.702 37856.275 24207.931 10.341949 1.000000 1.000000
nirp_berchem_va_pc_2006bh7619 7622043 51032924 134524282 8907.253 5481.347 4212.494 100838.881 46374.297 26628.445 1.000000 1.000000 1.053386 6394196 19005307 34669655 21157.706 13673.492 11113.405 154170.709 84969.965 56540.572 1.000000 1.000000 1.000000 17884199 99109603 267596174 9016.761 6198.601 5101.114 88433.585 47486.930 32683.285 1.000124 1.041463 1.250055 198207196 516051606 783490703 23033.380 37006.400 57331.452 162822.835 142774.174 131267.831 1.002245 1.000000 -1.514586 122935214 321658379 552299289 23909.209 53790.509 42476.103 159580.640 127799.221 113933.762 1.000000 1.000000 1.000000 21331742 127085391 343221109 32796.722 29149.164 25058.441 88887.119 57030.540 44056.493 1.000000 1.000000 1.000000
nirp_berchem_va_pc_2006bh7747 3294691 27607699 85112909 13937.174 8727.146 6872.679 124377.733 57701.793 34669.574 1.000071 1.000000 1.000000 26010485 55332041 107509457 17366.658 10626.741 8287.091 140406.138 71719.796 43819.957 1.000000 1.000000 1.208832 19096110 117941171 326246106 14233.484 10045.481 8416.510 93354.654 49675.480 34247.045 1.000534 1.093392 1.000000 661730605 1581475934 2014022412 26360.759 38702.440 18874.809 115955.546 83029.658 71699.574 1.000000 1.000000 1.279161 450753708 991339123 1272810021 60879.758 25100.834 63386.053 125559.335 86646.005 72372.005 1.000000 1.000000 1.000000 22180484 146712192 417668825 10877.368 8431.156 6875.531 77449.853 39667.246 26703.374 1.000000 1.000000 1.000000
nirp_berchem_va_pc_2006bh7829 3160212 24417027 73613258 16427.756 9992.793 7716.091 129735.485 61201.007 35539.106 1.000000 1.000000 1.000000 23616486 47438764 90773761 16028.477 9836.720 7468.100 140425.346 70695.976 40417.457 1.000000 1.005464 1.000000 15935584 96327572 268929515 11138.405 7637.873 6378.868 85538.234 43055.891 29643.045 1.000000 1.000000 1.000000 645625418 1573881555 2007167378 49244.325 62875.390 54620.234 106563.409 72486.600 60168.078 1.000041 1.012434 1.000000 446610676 1017761816 1297887017 34616.060 56102.472 49165.772 113846.685 73693.805 58975.923 1.000000 1.000000 1.000000 18824248 120726466 335265090 11032.601 8830.273 7276.438 73952.731 37279.142 25344.305 1.001922 1.000000 1.000000
nirp_berchem_va_pc_2006bh7869 2240622 23324100 63520237 22301.680 15340.018 11695.550 150721.680 83036.036 50493.233 1.000000 1.000000 1.000000 28226860 75257784 134531293 18860.706 10957.790 7623.516 144940.775 73393.538 38141.406 1.000000 1.000000 1.000000 22757846 97738748 203044846 10690.354 7474.164 6315.873 85316.080 46170.234 33909.443 1.005964 1.000000 1.000000 483459680 1159150072 1459767283 28948.624 20276.030 16942.341 63205.712 35019.303 26468.228 1.000000 1.000058 1.000000 347218843 838677686 1076819752 24020.969 16956.697 14284.267 79949.060 41400.690 29158.296 1.000000 1.000000 -21.295461 24072658 118909063 259140280 10468.621 7222.104 5935.374 82755.565 43864.897 31515.391 1.002114 1.000000 1.000000
nirp_berchem_va_pc_2007bn5322 10266714 77689576 205230625 6639.723 3860.665 2842.511 94544.090 39600.395 21502.866 1.000000 1.000000 1.000000 1682921 5750284 8797727 29382.439 20245.504 16689.670 181029.908 118822.533 88711.015 1.000000 1.000000 1.000000 20413450 103334270 213902397 8143.850 5292.568 4240.177 92859.706 46288.512 30965.956 1.000000 1.000000 -1.853284 105268267 286523581 340476062 34527.748 24092.879 51620.306 174779.892 152868.638 143968.628 1.000000 1.000000 1.000000 50381206 161870042 237269219 50654.178 9377.611 58256.967 135402.785 107495.574 97458.506 1.000049 1.000135 1.000000 26146898 164211088 383884671 58804.713 54508.900 50081.677 111222.647 77959.719 64842.325 1.024417 1.000000 -1.195675
nirp_berchem_va_pc_2007bn6050 5568548 67290338 201041644 13258.738 7946.037 5699.785 133255.865 63818.922 34408.589 1.000000 1.000000 1.000000 7148151 30564146 65776633 24619.897 14777.458 10558.225 170317.903 91603.827 51824.615 1.000013 1.001017 1.000000 27571066 185075840 406568445 10212.973 6115.747 4902.349 98241.732 43720.652 28237.369 1.000092 1.008309 1.000000 269996167 929122708 1281515485 41733.150 60489.718 52220.092 112437.044 73223.110 59799.485 1.000000 1.010927 1.000000 182674669 593670175 767534161 19150.571 52795.313 46509.001 116423.423 71996.049 58040.998 1.000000 1.000000 2.167017 32394515 263147918 645696823 11759.589 8610.662 6313.448 90617.828 40864.701 25999.585 1.000000 1.000000 1.000000
nirp_berchem_va_pc_2007bp0859 15644409 97775168 253455317 6467.988 4026.670 3103.710 77770.295 35311.987 21878.807 1.007312 1.000000 1.000000 2609736 6900650 9429710 34269.271 23918.031 19747.026 176482.967 119637.860 93766.197 1.000000 1.000000 1.000000 18254220 86736105 189666085 9104.703 5955.334 4668.916 97505.506 52210.690 34987.649 1.000000 1.008062 1.315256 148276297 283233434 334857819 38995.607 60258.391 61298.538 225487.876 207895.842 196754.705 1.000426 1.004472 1.000000 98273122 201443572 280473816 36976.216 59081.347 51962.823 148855.098 112255.378 99406.162 1.000000 1.000000 1.000000 28601617 157427469 373778061 42314.341 26544.539 57898.518 144644.350 128465.433 117328.696 1.017933 1.436021 1.000000
nirp_berchem_va_pc_2007bp0898 17329350 130988008 305705780 5486.062 3256.476 2498.698 80433.058 31584.736 17782.638 1.007525 1.000000 1.000000 1503498 6363073 9579098 34180.175 23655.421 19752.251 188532.809 126444.120 100099.491 1.000000 1.000000 1.000000 27109861 128846264 203883072 7077.820 4450.807 3486.213 99383.621 46749.054 28515.661 1.000838 1.000000 1.000000 79885768 198145386 224436171 57669.051 43598.585 51515.949 222020.350 204473.529 194584.401 1.001982 1.091808 1.000000 45474198 145791684 195054421 62686.728 37208.435 18306.046 151297.888 118416.309 106594.741 1.000506 1.000000 1.000000 37755809 231270040 424356411 45235.305 36495.231 20132.915 138929.217 113120.574 102449.181 1.000000 1.000000 1.000000
